No.,Visible,Ref. Code,Compound Name,Chemical Formula,Score,SemiQuant [%],Cell,Display Color,Database ID,Subfiles
1549,FALSE,00-028-0197,Cadmium Silver,Cd Ag,-,-,a 3.33000 - b 3.33000 - c 3.33000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1550,FALSE,00-028-0223,Calcium Lead,Ca Pb3,-,-,a 4.90100 - b 4.90100 - c 4.90100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1551,FALSE,00-028-0260,Cerium Aluminum Oxide,Ce Al O3,-,-,a 3.76700 - b 3.76700 - c 3.76700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Common Phase, Corrosion, Inorganic, Superconducting Material"
1552,FALSE,00-028-0266,Cerium Neodymium Oxide,Ce0.75 Nd0.25 O1.875,-,-,a 5.45800 - b 5.45800 - c 5.45800,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Inorganic, Superconducting Material"
1553,FALSE,00-028-0268,Cerium Silver,Ce Ag,-,-,a 3.75800 - b 3.75800 - c 3.75800,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1554,FALSE,00-028-0270,Cerium Neodymium Zirconium Oxide,Ce0.5 Zr0.25 Nd0.25 O1.875,-,-,a 5.36900 - b 5.36900 - c 5.36900,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1555,FALSE,00-028-0271,Cerium Zirconium Oxide,Ce0.75 Zr0.25 O2,-,-,a 5.34900 - b 5.34900 - c 5.34900,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1556,FALSE,00-028-0362,Chromium Gallium Nitride,Cr3 Ga N0.5,-,-,a 3.87500 - b 3.87500 - c 3.87500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1557,FALSE,00-028-0416,Europium Lutetium Tantalum Oxide,Eu ( Lu0.5 Ta0.5 ) O3,-,-,a 4.10000 - b 4.10000 - c 4.10000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1558,FALSE,00-028-0449,Holmium Sulfide,Ho S,-,-,a 5.44100 - b 5.44100 - c 5.44100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1559,FALSE,00-028-0468,Indium Nickel Carbide,In Ni3 C0.5,-,-,a 3.78000 - b 3.78000 - c 3.78000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1560,FALSE,00-028-0470,Indium Palladium Carbide,In Pd3 C,-,-,a 3.97500 - b 3.97500 - c 3.97500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1561,FALSE,00-028-0472,Indium Platinum Carbide,In Pt3 C0.5,-,-,a 3.98800 - b 3.98800 - c 3.98800,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1562,FALSE,00-028-0476,Indium Titanium Carbide,In Ti3 C0.5,-,-,a 4.19900 - b 4.19900 - c 4.19900,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1563,FALSE,00-028-0477,Indium Titanium Nitride,In Ti3 N0.5,-,-,a 4.19000 - b 4.19000 - c 4.19000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1564,FALSE,00-028-0538,Lead Platinum Carbide,Pb Pt3 C0.5,-,-,a 3.87500 - b 3.87500 - c 3.87500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1565,FALSE,00-028-0624,Magnesium Nickel Carbide,Mg Ni3 C0.75,-,-,a 3.78000 - b 3.78000 - c 3.78000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1566,FALSE,00-028-0626,Magnesium Platinum Carbide,Mg Pt3 C0.17,-,-,a 3.90400 - b 3.90400 - c 3.90400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1567,FALSE,00-028-0649,Manganese Gallium Nitride,Mn3 Ga N0.5,-,-,a 3.89800 - b 3.89800 - c 3.89800,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1568,FALSE,00-028-0674,Neodymium Sulfide,Nd S,-,-,a 5.68700 - b 5.68700 - c 5.68700,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1569,FALSE,00-028-0678,Neodymium Zirconium Oxide,Nd0.25 Zr0.75 O1.875,-,-,a 5.21300 - b 5.21300 - c 5.21300,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1570,FALSE,00-028-0700,Nickel Indium Nitride,Ni3 In N0.5,-,-,a 3.84000 - b 3.84000 - c 3.84000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1571,FALSE,00-028-0713,Nickel Zinc Carbide,Ni3 Zn C0.7,-,-,a 3.66000 - b 3.66000 - c 3.66000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1572,FALSE,00-028-0722,Palladium Iron Nitride,Pd Fe3 N0.5,-,-,a 3.85000 - b 3.85000 - c 3.85000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1573,FALSE,00-028-1019,Silver Manganese Nitride,Ag Mn3 N0.5,-,-,a 4.01900 - b 4.01900 - c 4.01900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1574,FALSE,00-028-1114,Sodium Neodymium Fluoride,Na Nd F4,-,-,a 5.65400 - b 5.65400 - c 5.65400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1575,FALSE,00-028-1151,Sodium Thorium Fluoride,Na3 Th2 F11,-,-,a 5.62000 - b 5.62000 - c 5.62000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1576,FALSE,00-028-1152,Sodium Titanium Oxide,Na2 Ti O3,-,-,a 4.50000 - b 4.50000 - c 4.50000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1577,FALSE,00-028-1156,Sodium Tungsten Oxide,Nax W O3,-,-,a 3.82320 - b 3.82320 - c 3.82320,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1578,FALSE,00-028-1210,Boron Strontium,Sr B6,-,-,a 4.19300 - b 4.19300 - c 4.19300,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1579,FALSE,00-028-1227,Strontium Iron Oxide,Sr2 Fe2 O5,-,-,a 3.86000 - b 3.86000 - c 3.86000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1580,FALSE,00-028-1245,Strontium Niobium Oxide,Sr2 Nb O4,-,-,a 4.11000 - b 4.11000 - c 4.11000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1581,FALSE,00-028-1250,Strontium Ruthenium Oxide,Sr Ru O3,-,-,a 3.94000 - b 3.94000 - c 3.94000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1582,FALSE,00-028-1322,Thallium Palladium Fluoride,Tl Pd F3,-,-,a 4.30380 - b 4.30380 - c 4.30380,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1583,FALSE,00-028-1336,Thallium Titanium Carbide,Tl Ti3 C0.5,-,-,a 4.20900 - b 4.20900 - c 4.20900,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1584,FALSE,00-028-1368,Thorium Oxide,Th O,-,-,a 5.30200 - b 5.30200 - c 5.30200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1585,FALSE,00-028-1397,Platinum Tin Carbide,Sn Pt3 C0.03,-,-,a 3.89000 - b 3.89000 - c 3.89000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1586,FALSE,00-028-1443,Ytterbium Carbide Hydride,Yb2 C2 H,-,-,a 4.96320 - b 4.96320 - c 4.96320,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1587,FALSE,00-029-0011,Aluminum Cerium,Al Ce,-,-,a 3.86000 - b 3.86000 - c 3.86000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Forensic, Inorganic"
1588,FALSE,00-029-0021,Aluminum Cobalt,Al Co,-,-,a 2.86200 - b 2.86200 - c 2.86200,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Inorganic"
1589,FALSE,00-029-0023,Aluminum Cobalt Carbide,Al Co3 C0.5,-,-,a 3.70000 - b 3.70000 - c 3.70000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1590,FALSE,00-029-0030,Aluminum Cobalt Titanium,Al Co2 Ti,-,-,a 5.84700 - b 5.84700 - c 5.84700,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1591,FALSE,00-029-0044,Aluminum Iron Carbide,Al Fe3 C0.5,-,-,a 3.77000 - b 3.77000 - c 3.77000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1592,FALSE,00-029-0056,Aluminum Neodymium Oxide,Nd Al O3,-,-,a 3.79700 - b 3.79700 - c 3.79700,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic, Superconducting Material"
1593,FALSE,00-029-0058,Aluminum Nickel Carbide,Al Ni3 C0.5,-,-,a 3.62000 - b 3.62000 - c 3.62000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1594,FALSE,00-029-0061,Aluminum Osmium,Al Os,-,-,a 3.00500 - b 3.00500 - c 3.00500,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Superconducting Material"
1595,FALSE,00-029-0065,Aluminum Palladium,Al Pd,-,-,a 4.86800 - b 4.86800 - c 4.86800,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1596,FALSE,00-029-0066,Aluminum Palladium,Al3 Pd4,-,-,a 4.82000 - b 4.82000 - c 4.82000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1597,FALSE,00-029-0071,Aluminum Platinum Carbide,Al Pt3 C0.5,-,-,a 3.89300 - b 3.89300 - c 3.89300,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1598,FALSE,00-029-0077,Aluminum Praseodymium Oxide,Pr Al O3,-,-,a 3.79900 - b 3.79900 - c 3.79900,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic, Superconducting Material"
1599,FALSE,00-029-0078,Aluminum Rhenium,Al Re,-,-,a 2.88000 - b 2.88000 - c 2.88000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NBS pattern"
1600,FALSE,00-029-0104,Aluminum Yttrium Carbide,Al Y3 C0.5,-,-,a 4.87800 - b 4.87800 - c 4.87800,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1601,FALSE,00-029-0138,Antimony Tungsten Oxide,Sb0.07 W O3,-,-,a 3.83000 - b 3.83000 - c 3.83000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic"
1602,FALSE,00-029-0151,Barium Cadmium,Ba Cd,-,-,a 4.21500 - b 4.21500 - c 4.21500,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1603,FALSE,00-029-0190,Barium Mercury,Ba Hg,-,-,a 4.13300 - b 4.13300 - c 4.13300,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1604,FALSE,00-029-0212,Barium Zinc,Ba Zn,-,-,a 4.09000 - b 4.09000 - c 4.09000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1605,FALSE,00-029-0220,Beryllium Selenide,Be Se,-,-,a 5.13900 - b 5.13900 - c 5.13900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1606,FALSE,00-029-0222,Beryllium Telluride,Be Te,-,-,a 5.62600 - b 5.62600 - c 5.62600,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1607,FALSE,00-029-0274,Cadmium Strontium,Cd Sr,-,-,a 4.01100 - b 4.01100 - c 4.01100,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1608,FALSE,00-029-0340,Calcium Lead Oxide,Ca Pb O3-x,-,-,a 5.32000 - b 5.32000 - c 5.32000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Corrosion, Inorganic, Superconducting Material"
1609,FALSE,00-029-0387,Calcium Thallium,Ca Tl3,-,-,a 4.80400 - b 4.80400 - c 4.80400,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1610,FALSE,00-029-0388,Calcium Tin,Ca Sn3,-,-,a 4.74200 - b 4.74200 - c 4.74200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1611,FALSE,00-029-0425,Cesium Tin Bromide,Cs Sn2 Br5,-,-,a 5.81000 - b 5.81000 - c 5.81000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1612,FALSE,00-029-0426,Cesium Tin Bromide Chloride,Cs Sn2 Br3 Cl2,-,-,a 5.80500 - b 5.80500 - c 5.80500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1613,FALSE,00-029-0427,Cesium Tin Chloride,Cs Sn2 Cl5,-,-,a 5.55600 - b 5.55600 - c 5.55600,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1614,FALSE,00-029-0448,Chromium Germanium,Cr3 Ge,-,-,a 4.61400 - b 4.61400 - c 4.61400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1615,FALSE,00-029-0471,Cobalt Gallium Carbide,Co3 Ga C0.5,-,-,a 3.64700 - b 3.64700 - c 3.64700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1616,FALSE,00-029-0475,Cobalt Germanium Carbide,Co3 Ge C0.25,-,-,a 3.61500 - b 3.61500 - c 3.61500,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1617,FALSE,00-029-0483,Cobalt Indium Carbide,Co3 In C0.75,-,-,a 3.86000 - b 3.86000 - c 3.86000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1618,FALSE,00-029-0487,Cobalt Magnesium Carbide,Co3 Mg C0.5,-,-,a 3.82000 - b 3.82000 - c 3.82000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1619,FALSE,00-029-0499,Cobalt Platinum,Co Pt3,-,-,a 3.85410 - b 3.85410 - c 3.85410,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NBS pattern"
1620,FALSE,00-029-0513,Cobalt Tin Carbide,Co3 Sn C0.7,-,-,a 3.78000 - b 3.78000 - c 3.78000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1621,FALSE,00-029-0521,Cobalt Vanadium Silicon,Co2 V Si,-,-,a 5.65900 - b 5.65900 - c 5.65900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NBS pattern"
1622,FALSE,00-029-0524,Cobalt Zinc Carbide,Co3 Zn C,-,-,a 3.73000 - b 3.73000 - c 3.73000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1623,FALSE,00-029-0544,Copper Gold Lead Telluride,Au3 Cu2 Pb Te2,-,-,a 4.09500 - b 4.09500 - c 4.09500,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1624,FALSE,00-029-0550,Copper Iodide,Cu I,-,-,a 5.63000 - b 5.63000 - c 5.63000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1625,FALSE,00-029-0556,Copper Iron Sulfide,"( Cu , Fe ) S2",-,-,a 5.69440 - b 5.69440 - c 5.69440,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, Inorganic, Mineral"
1626,FALSE,00-029-0615,Gallium Arsenide,Ga As,-,-,a 5.65200 - b 5.65200 - c 5.65200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NBS pattern"
1627,FALSE,00-029-0620,Gallium Indium Arsenide Selenide,Ga2 In As Se3,-,-,a 5.61100 - b 5.61100 - c 5.61100,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1628,FALSE,00-029-0622,Gallium Iron Carbide,Ga Fe3 C0.5,-,-,a 3.74000 - b 3.74000 - c 3.74000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1629,FALSE,00-029-0625,Gallium Nickel Carbide,Ga Ni3 C0.5,-,-,a 3.59700 - b 3.59700 - c 3.59700,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1630,FALSE,00-029-0635,Germanium Iron Carbide,Ge Fe3 C0.45,-,-,a 3.66000 - b 3.66000 - c 3.66000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1631,FALSE,00-029-0637,Germanium Manganese Carbide,Ge Mn3 C0.5,-,-,a 3.87000 - b 3.87000 - c 3.87000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1632,FALSE,00-029-0639,Germanium Nickel Carbide,Ge Ni3 C0.15,-,-,a 3.58000 - b 3.58000 - c 3.58000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1633,FALSE,00-029-0674,Indium Phosphide Selenide,In3 P Se3,-,-,a 5.78700 - b 5.78700 - c 5.78700,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1634,FALSE,00-029-0675,Indium Platinum,Pt In,-,-,a 3.94800 - b 3.94800 - c 3.94800,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1635,FALSE,00-029-0687,Iridium Manganese,Ir Mn3,-,-,a 3.77800 - b 3.77800 - c 3.77800,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1636,FALSE,00-029-0699,Iron Indium Carbide,Fe3 In C0.5,-,-,a 3.88000 - b 3.88000 - c 3.88000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1637,FALSE,00-029-0716,Iron Platinum,Pt3 Fe,-,-,a 3.86600 - b 3.86600 - c 3.86600,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1638,FALSE,00-029-0717,Iron Platinum,"( Pt , Fe )",-,-,a 3.87700 - b 3.87700 - c 3.87700,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1639,FALSE,00-029-0718,Iron Platinum,"( Pt , Fe )",-,-,a 3.81600 - b 3.81600 - c 3.81600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1640,FALSE,00-029-0732,Iron Tin Carbide,Fe3 Sn C,-,-,a 3.86000 - b 3.86000 - c 3.86000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1641,FALSE,00-029-0741,Iron Zinc Carbide,Fe3 Zn C0.5,-,-,a 3.81000 - b 3.81000 - c 3.81000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1642,FALSE,00-029-0753,Lanthanum Silver,La Ag,-,-,a 3.80400 - b 3.80400 - c 3.80400,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1643,FALSE,00-029-0850,Lutetium Silver,Lu Ag,-,-,a 3.54100 - b 3.54100 - c 3.54100,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1644,FALSE,00-029-0871,Magnesium Silver,Mg Ag,-,-,a 3.31400 - b 3.31400 - c 3.31400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1645,FALSE,00-029-0928,Nickel Arsenide,Ni1-x As2,-,-,a 5.79400 - b 5.79400 - c 5.79400,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1646,FALSE,00-029-0967,Palladium Platinum Tin,"( Pd , Pt )3 Sn",-,-,a 3.99100 - b 3.99100 - c 3.99100,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1647,FALSE,00-029-0968,Platinum Palladium Tin,"( Pt , Pd )3 Sn",-,-,a 3.98800 - b 3.98800 - c 3.98800,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, Mineral"
1648,FALSE,00-029-0974,Platinum Rhodium Ruthenium Arsenide Sulfide,"( Pt , Rh , Ru ) ( As , S )2",-,-,a 5.79066 - b 5.79066 - c 5.79066,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Corrosion, Inorganic, Mineral"
1649,FALSE,00-029-1056,Potassium Uranium Oxide,K U O3,-,-,a 4.29660 - b 4.29660 - c 4.29660,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1650,FALSE,00-029-1064,Potassium Vanadium Fluoride,K V F3,-,-,a 4.12100 - b 4.12100 - c 4.12100,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1651,FALSE,00-029-1074,Praseodymium Silver,Pr Ag,-,-,a 3.73500 - b 3.73500 - c 3.73500,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
1652,FALSE,00-029-1104,Rubidium Uranium Oxide,Rb U O3,-,-,a 4.32750 - b 4.32750 - c 4.32750,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1653,FALSE,00-029-1109,Rubidium Vanadium Fluoride,Rb V F3,-,-,a 4.18200 - b 4.18200 - c 4.18200,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,Inorganic
1654,FALSE,00-029-1129,Silicon Carbide,Si C,-,-,a 4.35890 - b 4.35890 - c 4.35890,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Common Phase, Educational pattern, Forensic, Inorganic, Mineral"
1655,FALSE,00-029-1155,Silver Zinc,Ag Zn,-,-,a 3.15600 - b 3.15600 - c 3.15600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic"
