No.,Visible,Ref. Code,Compound Name,Chemical Formula,Score,SemiQuant [%],Cell,Display Color,Database ID,Subfiles
6871,FALSE,03-065-5784,Lanthanum Tin Thorium,Th La Sn6,-,-,a 4.73800 - b 4.73800 - c 4.73800,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6872,FALSE,03-065-5786,Molybdenum Niobium,Mo Nb,-,-,a 3.21600 - b 3.21600 - c 3.21600,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6873,FALSE,03-065-5788,Nickel Palladium,Ni0.525 Pd0.475,-,-,a 3.73000 - b 3.73000 - c 3.73000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6874,FALSE,03-065-5789,Nickel Vanadium,Ni3 V,-,-,a 3.56000 - b 3.56000 - c 3.56000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6875,FALSE,03-065-5796,Chromium Platinum,Cr Pt3,-,-,a 3.87300 - b 3.87300 - c 3.87300,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6876,FALSE,03-065-5797,Copper Gadolinium,Cu Gd,-,-,a 3.50200 - b 3.50200 - c 3.50200,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6877,FALSE,03-065-5799,Erbium Nitride,Er N,-,-,a 4.84200 - b 4.84200 - c 4.84200,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6878,FALSE,03-065-5812,Chromium Gallium,Ga Cr3,-,-,a 4.65400 - b 4.65400 - c 4.65400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6879,FALSE,03-065-5813,Chromium Rhodium,Cr3 Rh,-,-,a 4.67400 - b 4.67400 - c 4.67400,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6880,FALSE,03-065-5815,Chromium Silicide,Cr3 Si,-,-,a 4.56400 - b 4.56400 - c 4.56400,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6881,FALSE,03-065-5818,Europium Palladium,Eu Pd3,-,-,a 4.09520 - b 4.09520 - c 4.09520,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6882,FALSE,03-065-5825,Chromium Rhodium,Cr3 Rh,-,-,a 4.65600 - b 4.65600 - c 4.65600,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6883,FALSE,03-065-5827,Chromium Ruthenium,Cr3 Ru,-,-,a 2.93700 - b 2.93700 - c 2.93700,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6884,FALSE,03-065-5828,Copper Erbium,Er Cu,-,-,a 3.40000 - b 3.40000 - c 3.40000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6885,FALSE,03-065-5834,Dysprosium,Dy,-,-,a 5.18000 - b 5.18000 - c 5.18000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6886,FALSE,03-065-5835,Dysprosium Lead,Dy Pb3,-,-,a 4.80600 - b 4.80600 - c 4.80600,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6887,FALSE,03-065-5840,Cobalt Silicon,Co Si2,-,-,a 5.35600 - b 5.35600 - c 5.35600,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6888,FALSE,03-065-5842,Silicon Cobalt Vanadium,Co0.3 Si0.7 V3,-,-,a 4.72020 - b 4.72020 - c 4.72020,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6889,FALSE,03-065-5844,Chromium Molybdenum,Mo Cr,-,-,a 3.03200 - b 3.03200 - c 3.03200,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6890,FALSE,03-065-5845,Chromium Rhenium,Cr7 Re3,-,-,a 2.96300 - b 2.96300 - c 2.96300,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6891,FALSE,03-065-5857,Aluminum Gadolinium Scandium,Al3 Gd0.15 Sc0.85,-,-,a 4.11800 - b 4.11800 - c 4.11800,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6892,FALSE,03-065-5865,Aluminum Chromium Nickel,Al4 Cr Ni15,-,-,a 3.56000 - b 3.56000 - c 3.56000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6893,FALSE,03-065-5868,Aluminum Nickel Zirconium,Al Ni2 Zr,-,-,a 3.02000 - b 3.02000 - c 3.02000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6894,FALSE,03-065-5872,Beryllium Niobium,Be Nb6.35,-,-,a 3.28900 - b 3.28900 - c 3.28900,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6895,FALSE,03-065-5878,Silver Tin,Ag6.7 Sn,-,-,a 4.14200 - b 4.14200 - c 4.14200,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6896,FALSE,03-065-5883,Aluminum Niobium Vanadium,Al Nb V2,-,-,a 3.12300 - b 3.12300 - c 3.12300,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6897,FALSE,03-065-5890,Boron Palladium Thulium,B Pd3 Tm,-,-,a 4.11500 - b 4.11500 - c 4.11500,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6898,FALSE,03-065-5897,Cadmium Tin Arsenide,Cd Sn As2,-,-,a 5.67900 - b 5.67900 - c 5.67900,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6899,FALSE,03-065-5901,Boron Praseodymium Rhodium,B Pr Rh3,-,-,a 4.22000 - b 4.22000 - c 4.22000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6900,FALSE,03-065-5902,Boron Rhodium Samarium,B Rh3 Sm,-,-,a 4.19600 - b 4.19600 - c 4.19600,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6901,FALSE,03-065-5904,Silver Magnesium,Mg Ag,-,-,a 3.31060 - b 3.31060 - c 3.31060,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6902,FALSE,03-065-5905,Silver Selenide,Ag2 Se,-,-,a 5.00600 - b 5.00600 - c 5.00600,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6903,FALSE,03-065-5906,Aluminum Copper Zirconium,Al Cu2 Zr,-,-,a 3.11000 - b 3.11000 - c 3.11000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6904,FALSE,03-065-5915,Cadmium Lead Sulfide,Cd Pb S2,-,-,a 5.70000 - b 5.70000 - c 5.70000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6905,FALSE,03-065-5923,Cerium Oxide,Ce O2,-,-,a 5.40370 - b 5.40370 - c 5.40370,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6906,FALSE,03-065-5927,Boron Ytterbium,B6 Yb,-,-,a 4.14790 - b 4.14790 - c 4.14790,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6907,FALSE,03-065-5933,Boron Europium,B6 Eu,-,-,a 4.18490 - b 4.18490 - c 4.18490,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6908,FALSE,03-065-5937,Thallium,Tl,-,-,a 4.88900 - b 4.88900 - c 4.88900,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6909,FALSE,03-065-5949,Uranium Sulfide,U S,-,-,a 5.48300 - b 5.48300 - c 5.48300,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6910,FALSE,03-065-5958,Silicon Uranium,U Si3,-,-,a 4.03000 - b 4.03000 - c 4.03000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6911,FALSE,03-065-5968,Tantalum Vanadium Silicide,Ta2 V13 Si5,-,-,a 4.76000 - b 4.76000 - c 4.76000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6912,FALSE,03-065-5969,Silicon Uranium,Si3 U,-,-,a 4.03480 - b 4.03480 - c 4.03480,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6913,FALSE,03-065-5970,Titanium,Ti,-,-,a 3.31120 - b 3.31120 - c 3.31120,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6914,FALSE,03-065-5971,Titanium Vanadium,Ti V,-,-,a 3.16500 - b 3.16500 - c 3.16500,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6915,FALSE,03-065-5980,Holmium Nitride,Ho N,-,-,a 4.87000 - b 4.87000 - c 4.87000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6916,FALSE,03-065-5981,Iridium Niobium Vanadium,Ir2 Nb3 V3,-,-,a 4.97310 - b 4.97310 - c 4.97310,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6917,FALSE,03-065-5983,Lanthanum Tin Thallium,Tl3 La2 Sn3,-,-,a 4.78500 - b 4.78500 - c 4.78500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6918,FALSE,03-065-5985,Uranium Nitride,U N,-,-,a 4.88970 - b 4.88970 - c 4.88970,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6919,FALSE,03-065-5986,Nickel Scandium,Ni Sc,-,-,a 3.17100 - b 3.17100 - c 3.17100,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6920,FALSE,03-065-5997,Holmium Rhodium,Ho Rh,-,-,a 3.38800 - b 3.38800 - c 3.38800,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6921,FALSE,03-065-6002,Nickel Tin Titanium,Ni2 Sn Ti,-,-,a 3.11000 - b 3.11000 - c 3.11000,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6922,FALSE,03-065-6004,Germanium Nickel,Ge Ni3,-,-,a 3.56700 - b 3.56700 - c 3.56700,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6923,FALSE,03-065-6011,Manganese Vanadium,V Mn,-,-,a 2.90400 - b 2.90400 - c 2.90400,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6924,FALSE,03-065-6012,Molybdenum Rhodium,Mo0.054 Rh0.946,-,-,a 3.81000 - b 3.81000 - c 3.81000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6925,FALSE,03-065-6013,Niobium Tin,Nb3 Sn,-,-,a 5.28900 - b 5.28900 - c 5.28900,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6926,FALSE,03-065-6017,Titanium Deuteride,D2 Ti,-,-,a 4.44000 - b 4.44000 - c 4.44000,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6927,FALSE,03-065-6019,Hafnium Vanadium Silicide,Hf V14 Si5,-,-,a 4.70200 - b 4.70200 - c 4.70200,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6928,FALSE,03-065-6021,Iridium Molybdenum,Mo3 Ir,-,-,a 4.97200 - b 4.97200 - c 4.97200,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6929,FALSE,03-065-6022,Iridium Titanium,Ti3 Ir,-,-,a 5.01200 - b 5.01200 - c 5.01200,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6930,FALSE,03-065-6026,Niobium Rhodium,Nb4 Rh,-,-,a 3.24100 - b 3.24100 - c 3.24100,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6931,FALSE,03-065-6027,Praseodymium Oxide,Pr4 O7,-,-,a 5.49600 - b 5.49600 - c 5.49600,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6932,FALSE,03-065-6033,Chromium Iron Vanadium,V Cr Fe8,-,-,a 2.88000 - b 2.88000 - c 2.88000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6933,FALSE,03-065-6041,Erbium Indium,Er In,-,-,a 3.74500 - b 3.74500 - c 3.74500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6934,FALSE,03-065-6050,Cobalt Rhodium Vanadium,Co Rh V6,-,-,a 4.73640 - b 4.73640 - c 4.73640,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6935,FALSE,03-065-6056,Gallium Manganese,Ga Mn3,-,-,a 3.77000 - b 3.77000 - c 3.77000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6936,FALSE,03-065-6063,Cobalt Titanium,Co Ti,-,-,a 2.99300 - b 2.99300 - c 2.99300,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6937,FALSE,03-065-6064,Chromium Iridium,Cr0.23 Ir0.77,-,-,a 3.80100 - b 3.80100 - c 3.80100,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6938,FALSE,03-065-6065,Silicon Copper Zinc,Cu12.75 Si Zn2.92,-,-,a 3.65800 - b 3.65800 - c 3.65800,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6939,FALSE,03-065-6067,Dysprosium Magnesium,Dy Mg,-,-,a 3.76700 - b 3.76700 - c 3.76700,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6940,FALSE,03-065-6075,Cobalt Palladium,Co Pd,-,-,a 3.75000 - b 3.75000 - c 3.75000,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6941,FALSE,03-065-6078,Chromium Gallium,Cr3 Ga,-,-,a 4.63000 - b 4.63000 - c 4.63000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6942,FALSE,03-065-6079,Chromium Palladium,Cr2 Pd3,-,-,a 3.84400 - b 3.84400 - c 3.84400,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6943,FALSE,03-065-6080,Chromium Ruthenium,Cr3 Ru,-,-,a 4.67700 - b 4.67700 - c 4.67700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6944,FALSE,03-065-6082,Copper Silicon Phosphide,Cu0.333 Si0.667 P,-,-,a 5.25000 - b 5.25000 - c 5.25000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6945,FALSE,03-065-6085,Erbium Thallium,Er Tl,-,-,a 3.70400 - b 3.70400 - c 3.70400,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6946,FALSE,03-065-6100,Bismuth Thallium,Tl4 Bi,-,-,a 4.92000 - b 4.92000 - c 4.92000,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6947,FALSE,03-065-6108,Aluminum Chromium,Al3 Cr7,-,-,a 2.96000 - b 2.96000 - c 2.96000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6948,FALSE,03-065-6109,Aluminum Erbium,Al3 Er,-,-,a 4.21500 - b 4.21500 - c 4.21500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6949,FALSE,03-065-6111,Aluminum Niobium Tin,Al Nb6 Sn,-,-,a 5.25500 - b 5.25500 - c 5.25500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6950,FALSE,03-065-6116,Gold Scandium,Au9.4 Sc0.6,-,-,a 4.08740 - b 4.08740 - c 4.08740,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6951,FALSE,03-065-6117,Gold Thulium,Au9.4 Tm0.6,-,-,a 4.11200 - b 4.11200 - c 4.11200,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6952,FALSE,03-065-6123,Calcium Cadmium Sulfide,Ca Cd S2,-,-,a 5.56000 - b 5.56000 - c 5.56000,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6953,FALSE,03-065-6124,Calcium Lead Strontium,Sr Ca Pb6,-,-,a 4.94100 - b 4.94100 - c 4.94100,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6954,FALSE,03-065-6131,Aluminum Erbium,Al3 Er,-,-,a 4.21200 - b 4.21200 - c 4.21200,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6955,FALSE,03-065-6132,Aluminum Iron,Al Fe,-,-,a 2.90760 - b 2.90760 - c 2.90760,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6956,FALSE,03-065-6134,Aluminum Niobium Silicon,Al0.5 Nb3 Si0.5,-,-,a 5.17300 - b 5.17300 - c 5.17300,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6957,FALSE,03-065-6135,Aluminum Nickel Tantalum,Al4 Ni15 Ta,-,-,a 3.56500 - b 3.56500 - c 3.56500,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6958,FALSE,03-065-6137,Americium,Am,-,-,a 4.65600 - b 4.65600 - c 4.65600,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6959,FALSE,03-065-6138,Gold Rubidium,Au Rb,-,-,a 4.10700 - b 4.10700 - c 4.10700,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6960,FALSE,03-065-6139,Gold Titanium,Au Ti3,-,-,a 5.09600 - b 5.09600 - c 5.09600,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6961,FALSE,03-065-6140,Gold Vanadium,Au V3,-,-,a 3.96400 - b 3.96400 - c 3.96400,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6962,FALSE,03-065-6141,Barium Cadmium,Ba Cd,-,-,a 4.20700 - b 4.20700 - c 4.20700,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6963,FALSE,03-065-6143,Copper Silver Yttrium,Ag0.1 Cu0.9 Y,-,-,a 3.51000 - b 3.51000 - c 3.51000,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6964,FALSE,03-065-6144,Silver Antimony,Ag11.5 Sb,-,-,a 4.13400 - b 4.13400 - c 4.13400,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6965,FALSE,03-065-6145,Silver Tin Selenide,Ag Sn Se2,-,-,a 5.68000 - b 5.68000 - c 5.68000,Aqua,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6966,FALSE,03-065-6146,Silver Thulium,Ag3 Tm,-,-,a 4.21170 - b 4.21170 - c 4.21170,Fuchsia,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6967,FALSE,03-065-6151,Aluminum Lithium,Li Al3,-,-,a 4.01000 - b 4.01000 - c 4.01000,Yellow,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6968,FALSE,03-065-6155,Cadmium Gold Zinc,Au Cd0.5 Zn0.5,-,-,a 3.24300 - b 3.24300 - c 3.24300,Red,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6969,FALSE,03-065-6160,Gallium Niobium,Ga Nb3,-,-,a 5.16400 - b 5.16400 - c 5.16400,Blue,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6970,FALSE,03-065-6161,Gallium Selenide,Ga2 Se3,-,-,a 5.41800 - b 5.41800 - c 5.41800,Lime,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6971,FALSE,03-065-6165,Lead Thallium,Pb0.85 Tl0.15,-,-,a 4.93900 - b 4.93900 - c 4.93900,Gray,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
6972,FALSE,03-065-6168,Silver Cadmium,Ag Cd,-,-,a 3.29500 - b 3.29500 - c 3.29500,Maroon,C:\Users\1\Documents\PANalytical\X'Pert HighScore Plus\PDF2-2004\,"Alloy, metal or intermetalic, Inorganic, NIST Pattern"
